id,name,release_year,name_year,tmdbid,imdbid
459,"Getaway, The ",1994,"Getaway, The 1994",2087,109890
460,Getting Even with Dad ,1994,Getting Even with Dad 1994,41579,109891
461,Go Fish ,1994,Go Fish 1994,18620,109913
462,"Good Man in Africa, A ",1994,"Good Man in Africa, A 1994",41006,109920
463,Guilty as Sin ,1993,Guilty as Sin 1993,4916,107057
464,Hard Target ,1993,Hard Target 1993,2019,107076
465,Heaven & Earth ,1993,Heaven & Earth 1993,31642,107096
466,Hot Shots! Part Deux ,1993,Hot Shots! Part Deux 1993,9255,107144
467,Live Nude Girls ,1995,Live Nude Girls 1995,26271,113674
469,"House of the Spirits, The ",1993,"House of the Spirits, The 1993",2259,107151
470,House Party 3 ,1994,House Party 3 1994,16097,110064
471,"Hudsucker Proxy, The ",1994,"Hudsucker Proxy, The 1994",11934,110074
472,I'll Do Anything ,1994,I'll Do Anything 1994,106143,110097
473,In the Army Now ,1994,In the Army Now 1994,12475,110123
474,In the Line of Fire ,1993,In the Line of Fire 1993,9386,107206
475,In the Name of the Father ,1993,In the Name of the Father 1993,7984,107207
476,"Inkwell, The ",1994,"Inkwell, The 1994",59930,110137
477,What's Love Got to Do with It? ,1993,What's Love Got to Do with It? 1993,15765,108551
478,Jimmy Hollywood ,1994,Jimmy Hollywood 1994,31643,110197
479,Judgment Night ,1993,Judgment Night 1993,6,107286
480,Jurassic Park ,1993,Jurassic Park 1993,329,107290
481,Kalifornia ,1993,Kalifornia 1993,10909,107302
482,Killing Zoe ,1994,Killing Zoe 1994,507,110265
483,King of the Hill ,1993,King of the Hill 1993,34024,107322
484,Lassie ,1994,Lassie 1994,29918,110305
485,Last Action Hero ,1993,Last Action Hero 1993,9593,107362
486,Life with Mikey ,1993,Life with Mikey 1993,42580,107413
487,Lightning Jack ,1994,Lightning Jack 1994,22317,110353
488,M. Butterfly ,1993,M. Butterfly 1993,1413,107468
489,Made in America ,1993,Made in America 1993,12121,107478
490,Malice ,1993,Malice 1993,2246,107497
491,"Man Without a Face, The ",1993,"Man Without a Face, The 1993",10502,107501
492,Manhattan Murder Mystery ,1993,Manhattan Murder Mystery 1993,10440,107507
493,Menace II Society ,1993,Menace II Society 1993,9516,107554
494,Executive Decision ,1996,Executive Decision 1996,2320,116253
495,In the Realm of the Senses ,1976,In the Realm of the Senses 1976,5879,74102
496,What Happened Was... ,1994,What Happened Was... 1994,83718,111689
497,Much Ado About Nothing ,1993,Much Ado About Nothing 1993,11971,107616
498,Mr. Jones ,1993,Mr. Jones 1993,2625,107611
499,Mr. Wonderful ,1993,Mr. Wonderful 1993,31911,107613
500,Mrs. Doubtfire ,1993,Mrs. Doubtfire 1993,788,107614
501,Naked ,1993,Naked 1993,21450,107653
502,"Next Karate Kid, The ",1994,"Next Karate Kid, The 1994",11231,110657
503,"New Age, The ",1994,"New Age, The 1994",41588,110649
504,No Escape ,1994,No Escape 1994,10447,110678
505,North ,1994,North 1994,31586,110687
507,"Perfect World, A ",1993,"Perfect World, A 1993",9559,107808
508,Philadelphia ,1993,Philadelphia 1993,9800,107818
509,"Piano, The ",1993,"Piano, The 1993",713,107822
510,Poetic Justice ,1993,Poetic Justice 1993,8291,107840
511,"Program, The ",1993,"Program, The 1993",18133,107889
513,Radioland Murders ,1994,Radioland Murders 1994,22588,110939
514,"Ref, The ",1994,"Ref, The 1994",10872,110955
515,"Remains of the Day, The ",1993,"Remains of the Day, The 1993",1245,107943
516,Renaissance Man ,1994,Renaissance Man 1994,11858,110971
517,Rising Sun ,1993,Rising Sun 1993,7007,107969
518,"Road to Wellville, The ",1994,"Road to Wellville, The 1994",10467,111001
520,Robin Hood: Men in Tights ,1993,Robin Hood: Men in Tights 1993,8005,107977
521,Romeo Is Bleeding ,1993,Romeo Is Bleeding 1993,2088,107983
522,Romper Stomper ,1992,Romper Stomper 1992,10412,105275
523,Ruby in Paradise ,1993,Ruby in Paradise 1993,47889,108000
524,Rudy ,1993,Rudy 1993,14534,108002
525,"Saint of Fort Washington, The ",1993,"Saint of Fort Washington, The 1993",56583,108026
526,Savage Nights ,1992,Savage Nights 1992,41878,105032
527,Schindler's List ,1993,Schindler's List 1993,424,108052
528,"Scout, The ",1994,"Scout, The 1994",35233,111094
529,Searching for Bobby Fischer ,1993,Searching for Bobby Fischer 1993,14291,108065
530,Second Best ,1994,Second Best 1994,103413,111102
531,"Secret Garden, The ",1993,"Secret Garden, The 1993",11236,108071
532,Serial Mom ,1994,Serial Mom 1994,11592,111127
533,"Shadow, The ",1994,"Shadow, The 1994",8850,111143
534,Shadowlands ,1993,Shadowlands 1993,10445,108101
535,Short Cuts ,1993,Short Cuts 1993,695,108122
536,"Simple Twist of Fate, A ",1994,"Simple Twist of Fate, A 1994",43535,111194
537,Sirens ,1994,Sirens 1994,12519,111201
538,Six Degrees of Separation ,1993,Six Degrees of Separation 1993,23210,108149
539,Sleepless in Seattle ,1993,Sleepless in Seattle 1993,858,108160
540,Sliver ,1993,Sliver 1993,867,108162
541,Blade Runner ,1982,Blade Runner 1982,78,83658
542,Son in Law ,1993,Son in Law 1993,13203,108186
543,So I Married an Axe Murderer ,1993,So I Married an Axe Murderer 1993,10442,108174
544,Striking Distance ,1993,Striking Distance 1993,11074,108238
546,Super Mario Bros. ,1993,Super Mario Bros. 1993,9607,108255
547,Surviving the Game ,1994,Surviving the Game 1994,17585,111323
548,Terminal Velocity ,1994,Terminal Velocity 1994,9057,111400
549,Thirty-Two Short Films About Glenn Gould ,1993,Thirty-Two Short Films About Glenn Gould 1993,20967,108328
550,Threesome ,1994,Threesome 1994,10635,111418
551,"Nightmare Before Christmas, The ",1993,"Nightmare Before Christmas, The 1993",9479,107688
552,"Three Musketeers, The ",1993,"Three Musketeers, The 1993",10057,108333
553,Tombstone ,1993,Tombstone 1993,11969,108358
554,Trial by Jury ,1994,Trial by Jury 1994,41590,111488
555,True Romance ,1993,True Romance 1993,319,108399
556,"War Room, The ",1993,"War Room, The 1993",26408,108515
557,Mamma Roma ,1962,Mamma Roma 1962,47796,56215
558,"Pagemaster, The ",1994,"Pagemaster, The 1994",15139,110763
559,"Paris, France ",1993,"Paris, France 1993",161158,107779
560,"Beans of Egypt, Maine, The ",1994,"Beans of Egypt, Maine, The 1994",218473,109226
561,Killer ,1994,Killer 1994,85247,110259
562,Welcome to the Dollhouse ,1995,Welcome to the Dollhouse 1995,11446,114906
563,Germinal ,1993,Germinal 1993,51980,107002
564,Chasers ,1994,Chasers 1994,24405,109403
566,Naked in New York ,1994,Naked in New York 1994,11800,110623
567,Kika ,1993,Kika 1993,8223,107315
568,Bhaji on the Beach ,1993,Bhaji on the Beach 1993,14587,106408
569,Little Big League ,1994,Little Big League 1994,31504,110363
570,"Slingshot, The ",1993,"Slingshot, The 1993",41653,107349
571,"Wedding Gift, The ",1994,"Wedding Gift, The 1994",53185,111709
572,Foreign Student ,1994,Foreign Student 1994,95743,109828
574,Spanking the Monkey ,1994,Spanking the Monkey 1994,17600,111252
575,"Little Rascals, The ",1994,"Little Rascals, The 1994",10897,110366
576,Fausto ,1993,Fausto 1993,0,106878
577,Andre ,1994,Andre 1994,21352,109120
578,"Hour of the Pig, The ",1993,"Hour of the Pig, The 1993",70912,107146
580,Princess Caraboo ,1994,Princess Caraboo 1994,37345,110892
581,"Celluloid Closet, The ",1995,"Celluloid Closet, The 1995",32562,112651
583,Dear Diary ,1994,Dear Diary 1994,25403,109382
584,I Don't Want to Talk About It ,1993,I Don't Want to Talk About It 1993,124304,106678
585,"Brady Bunch Movie, The ",1995,"Brady Bunch Movie, The 1995",9066,112572
586,Home Alone ,1990,Home Alone 1990,771,99785
587,Ghost ,1990,Ghost 1990,251,99653
588,Aladdin ,1992,Aladdin 1992,0,827990
589,Terminator 2: Judgment Day ,1991,Terminator 2: Judgment Day 1991,280,103064
590,Dances with Wolves ,1990,Dances with Wolves 1990,581,99348
591,Tough and Deadly ,1995,Tough and Deadly 1995,80350,114706
592,Batman ,1989,Batman 1989,268,96895
593,"Silence of the Lambs, The ",1991,"Silence of the Lambs, The 1991",274,102926
594,Snow White and the Seven Dwarfs ,1937,Snow White and the Seven Dwarfs 1937,408,29583
595,Beauty and the Beast ,1991,Beauty and the Beast 1991,10020,101414
596,Pinocchio ,1940,Pinocchio 1940,10895,32910
597,Pretty Woman ,1990,Pretty Woman 1990,114,100405
598,Window to Paris ,1994,Window to Paris 1994,41043,110719
599,"Wild Bunch, The ",1969,"Wild Bunch, The 1969",576,65214
600,Love and a .45 ,1994,Love and a .45 1994,15477,110395
601,"Wooden Man's Bride, The ",1994,"Wooden Man's Bride, The 1994",59146,111752
602,"Great Day in Harlem, A ",1994,"Great Day in Harlem, A 1994",124472,109934
603,"Bye Bye, Love ",1995,"Bye Bye, Love 1995",30528,112606
604,Criminals ,1996,Criminals 1996,0,115978
605,One Fine Day ,1996,One Fine Day 1996,7300,117247
606,Candyman: Farewell to the Flesh ,1995,Candyman: Farewell to the Flesh 1995,10824,112625
607,Century ,1993,Century 1993,261246,106537
608,Fargo ,1996,Fargo 1996,275,116282
609,Homeward Bound II: Lost in San Francisco ,1996,Homeward Bound II: Lost in San Francisco 1996,25059,116552
610,Heavy Metal ,1981,Heavy Metal 1981,11827,82509
611,Hellraiser: Bloodline ,1996,Hellraiser: Bloodline 1996,8766,116514
612,"Pallbearer, The ",1996,"Pallbearer, The 1996",23570,117283
613,Jane Eyre ,1996,Jane Eyre 1996,47333,116684
614,Loaded ,1994,Loaded 1994,54850,110374
615,Bread and Chocolate ,1973,Bread and Chocolate 1973,51242,70506
616,"Aristocats, The ",1970,"Aristocats, The 1970",10112,65421
617,"Flower of My Secret, The ",1995,"Flower of My Secret, The 1995",4307,113083
619,Ed ,1996,Ed 1996,32308,116165
620,Scream of Stone ,1991,Scream of Stone 1991,88893,102855
621,My Favorite Season ,1993,My Favorite Season 1993,52873,107471
623,"Modern Affair, A ",1995,"Modern Affair, A 1995",123505,113839
624,Condition Red ,1995,Condition Red 1995,0,112712
625,Asfour Stah ,1990,Asfour Stah 1990,44281,90665
626,"Thin Line Between Love and Hate, A ",1996,"Thin Line Between Love and Hate, A 1996",28121,117891
627,"Last Supper, The ",1995,"Last Supper, The 1995",12520,113613
628,Primal Fear ,1996,Primal Fear 1996,1592,117381
629,Rude ,1995,Rude 1995,166901,114305
630,Carried Away ,1996,Carried Away 1996,36447,115837
631,All Dogs Go to Heaven 2 ,1996,All Dogs Go to Heaven 2 1996,19042,115509
632,Land and Freedom ,1995,Land and Freedom 1995,38884,114671
633,Denise Calls Up ,1995,Denise Calls Up 1995,47449,112844
634,Theodore Rex ,1995,Theodore Rex 1995,36259,114658
635,"Family Thing, A ",1996,"Family Thing, A 1996",41852,116275
636,Frisk ,1995,Frisk 1995,40926,113122
637,Sgt. Bilko ,1996,Sgt. Bilko 1996,9099,117608
638,Jack and Sarah ,1995,Jack and Sarah 1995,2021,113448
639,Girl 6 ,1996,Girl 6 1996,61752,116414
640,Diabolique ,1996,Diabolique 1996,10988,116095
641,"Little Indian, Big City ",1994,"Little Indian, Big City 1994",11479,111543
642,Roula ,1995,Roula 1995,0,117517
643,Peanuts - Die Bank zahlt alles ,1996,Peanuts - Die Bank zahlt alles 1996,287305,117312
644,Happy Weekend ,1996,Happy Weekend 1996,0,116485
645,Nelly & Monsieur Arnaud ,1995,Nelly & Monsieur Arnaud 1995,12652,113947
647,Courage Under Fire ,1996,Courage Under Fire 1996,10684,115956
648,Mission: Impossible ,1996,Mission: Impossible 1996,954,117060
650,Moll Flanders ,1996,Moll Flanders 1996,18989,117071
651,"Superweib, Das ",1996,"Superweib, Das 1996",10801,117788
652,"301, 302 ",1995,"301, 302 1995",54285,112257
653,Dragonheart ,1996,Dragonheart 1996,8840,116136
656,Eddie ,1996,Eddie 1996,11107,116168
657,Yankee Zulu ,1994,Yankee Zulu 1994,16417,111787
658,Billy's Holiday ,1995,Billy's Holiday 1995,70934,112509
659,Purple Noon ,1960,Purple Noon 1960,10363,54189
660,August ,1996,August 1996,161070,115591
661,James and the Giant Peach ,1996,James and the Giant Peach 1996,10539,116683
662,Fear ,1996,Fear 1996,10543,116287
663,Kids in the Hall: Brain Candy ,1996,Kids in the Hall: Brain Candy 1996,18414,116768
664,Faithful ,1996,Faithful 1996,47502,116269
665,Underground ,1995,Underground 1995,11902,114787
670,"World of Apu, The ",1959,"World of Apu, The 1959",896,52572
671,Mystery Science Theater 3000: The Movie ,1996,Mystery Science Theater 3000: The Movie 1996,3065,117128
672,Tarantella ,1995,Tarantella 1995,318177,114616
673,Space Jam ,1996,Space Jam 1996,2300,117705
674,Barbarella ,1968,Barbarella 1968,8069,62711
675,Hostile Intentions ,1994,Hostile Intentions 1994,288173,110061
676,They Bite ,1996,They Bite 1996,187851,140614
678,Some Folks Call It a Sling Blade ,1993,Some Folks Call It a Sling Blade 1993,27768,108181
679,"Run of the Country, The ",1995,"Run of the Country, The 1995",221917,114307
680,Alphaville ,1965,Alphaville 1965,8072,58898
682,Tigrero: A Film That Was Never Made ,1994,Tigrero: A Film That Was Never Made 1994,88030,111430
683,"Eye of Vichy, The ",1993,"Eye of Vichy, The 1993",185191,107727
684,Windows ,1980,Windows 1980,83857,81759
687,Country Life ,1994,Country Life 1994,124460,109491
688,Operation Dumbo Drop ,1995,Operation Dumbo Drop 1995,27281,114048
691,Mrs. Winterbourne ,1996,Mrs. Winterbourne 1996,40001,117104
692,Solo ,1996,Solo 1996,29621,117688
694,"Substitute, The ",1996,"Substitute, The 1996",20762,117774
696,Butterfly Kiss ,1995,Butterfly Kiss 1995,48260,112604
697,Feeling Minnesota ,1996,Feeling Minnesota 1996,12656,116289
699,To Cross the Rubicon ,1991,To Cross the Rubicon 1991,277270,103095
700,Angus ,1995,Angus 1995,25969,112368
701,Daens ,1992,Daens 1992,44103,104046
702,Faces ,1968,Faces 1968,753,62952
703,Boys ,1996,Boys 1996,43634,115742
704,"Quest, The ",1996,"Quest, The 1996",9103,117420
705,Cosi ,1996,Cosi 1996,90214,115951
706,Sunset Park ,1996,Sunset Park 1996,29649,117784
707,Mulholland Falls ,1996,Mulholland Falls 1996,10990,117107
708,"Truth About Cats & Dogs, The ",1996,"Truth About Cats & Dogs, The 1996",8866,117979
709,Oliver & Company ,1988,Oliver & Company 1988,12233,95776
710,Celtic Pride ,1996,Celtic Pride 1996,23449,115851
711,Flipper ,1996,Flipper 1996,36355,116322
712,Captives ,1994,Captives 1994,37667,109374
713,Of Love and Shadows ,1994,Of Love and Shadows 1994,90148,110712
714,Dead Man ,1995,Dead Man 1995,922,112817
715,"Horseman on the Roof, The ",1995,"Horseman on the Roof, The 1995",11876,113362
716,Switchblade Sisters ,1975,Switchblade Sisters 1975,52633,73778
717,Mouth to Mouth ,1995,Mouth to Mouth 1995,62364,112546
718,"Visitors, The ",1993,"Visitors, The 1993",11687,108500
719,Multiplicity ,1996,Multiplicity 1996,9304,117108
720,Wallace & Gromit: The Best of Aardman Animation ,1996,Wallace & Gromit: The Best of Aardman Animation 1996,0,118114
721,Halfmoon ,1995,Halfmoon 1995,0,114103
723,Two Friends ,1986,Two Friends 1986,131232,92123
724,"Craft, The ",1996,"Craft, The 1996",9100,115963
725,"Great White Hype, The ",1996,"Great White Hype, The 1996",20759,116448
726,Last Dance ,1996,Last Dance 1996,46063,116827
727,War Stories ,1995,War Stories 1995,0,114894
728,Cold Comfort Farm ,1995,Cold Comfort Farm 1995,32513,112701
729,"Institute Benjamenta, or This Dream People Call Human Life ",1995,"Institute Benjamenta, or This Dream People Call Human Life 1995",40651,113429
731,Heaven's Prisoners ,1996,Heaven's Prisoners 1996,36915,116508
732,Original Gangstas ,1996,Original Gangstas 1996,40507,117260
733,"Rock, The ",1996,"Rock, The 1996",9802,117500
734,Getting Away With Murder ,1996,Getting Away With Murder 1996,25697,116405
735,Cemetery Man ,1994,Cemetery Man 1994,21588,109592
736,Twister ,1996,Twister 1996,664,117998
737,Barb Wire ,1996,Barb Wire 1996,11867,115624
741,Ghost in the Shell ,1995,Ghost in the Shell 1995,9323,113568
742,Thinner ,1996,Thinner 1996,10280,117894
743,Spy Hard ,1996,Spy Hard 1996,10535,117723
744,Brothers in Trouble ,1995,Brothers in Trouble 1995,124613,112586
746,Force of Evil ,1948,Force of Evil 1948,26744,40366
747,"Stupids, The ",1996,"Stupids, The 1996",16299,117768
748,"Arrival, The ",1996,"Arrival, The 1996",10547,115571
749,"Man from Down Under, The ",1943,"Man from Down Under, The 1943",245268,31612
751,Careful ,1992,Careful 1992,55613,103926
752,Vermont Is For Lovers ,1992,Vermont Is For Lovers 1992,215107,105737
753,"Month by the Lake, A ",1995,"Month by the Lake, A 1995",41007,113849
754,Gold Diggers: The Secret of Bear Mountain ,1995,Gold Diggers: The Secret of Bear Mountain 1995,35645,113188
755,Kim ,1950,Kim 1950,110465,42644
756,Carmen Miranda: Bananas Is My Business ,1994,Carmen Miranda: Bananas Is My Business 1994,255546,109381
757,Ashes of Time ,1994,Ashes of Time 1994,40751,109688
758,"Jar, The ",1992,"Jar, The 1992",275096,104606
759,Maya Lin: A Strong Clear Vision ,1994,Maya Lin: A Strong Clear Vision 1994,85778,110480
760,Stalingrad ,1993,Stalingrad 1993,11101,108211
761,"Phantom, The ",1996,"Phantom, The 1996",9826,117331
762,Striptease ,1996,Striptease 1996,9879,117765
763,"Last of the High Kings, The ",1996,"Last of the High Kings, The 1996",63564,116833
764,Heavy ,1995,Heavy 1995,22621,113280
765,Jack ,1996,Jack 1996,7095,116669
766,I Shot Andy Warhol ,1996,I Shot Andy Warhol 1996,26890,116594
767,"Grass Harp, The ",1995,"Grass Harp, The 1995",46732,113211
768,Someone Else's America ,1995,Someone Else's America 1995,124633,114494
769,Marlene Dietrich: Shadow and Light ,1996,Marlene Dietrich: Shadow and Light 1996,0,116992
770,Costa Brava ,1946,Costa Brava 1946,0,38426
772,Quartier Mozart ,1992,Quartier Mozart 1992,196940,105201
773,Touki Bouki ,1973,Touki Bouki 1973,77771,70820
774,Wend Kuuni ,1982,Wend Kuuni 1982,181083,84898
775,Spirits of the Dead ,1968,Spirits of the Dead 1968,41225,63715
776,Babyfever ,1994,Babyfever 1994,188589,109191
777,Pharaoh's Army ,1995,Pharaoh's Army 1995,87190,114122
778,Trainspotting ,1996,Trainspotting 1996,627,117951
779,'Til There Was You ,1997,'Til There Was You 1997,32872,118523
780,Independence Day ,1996,Independence Day 1996,602,116629
781,Stealing Beauty ,1996,Stealing Beauty 1996,14553,117737
782,"Fan, The ",1996,"Fan, The 1996",9566,116277
783,"Hunchback of Notre Dame, The ",1996,"Hunchback of Notre Dame, The 1996",10545,116583
784,"Cable Guy, The ",1996,"Cable Guy, The 1996",9894,115798
785,Kingpin ,1996,Kingpin 1996,11543,116778
786,Eraser ,1996,Eraser 1996,9268,116213
787,"Gate of Heavenly Peace, The ",1995,"Gate of Heavenly Peace, The 1995",52059,113147
788,"Nutty Professor, The ",1996,"Nutty Professor, The 1996",9327,117218
792,"Hungarian Fairy Tale, A ",1987,"Hungarian Fairy Tale, A 1987",42005,93199
793,My Life and Times With Antonin Artaud ,1993,My Life and Times With Antonin Artaud 1993,124306,106810
794,Midnight Dancers ,1994,Midnight Dancers 1994,183955,111180
795,Somebody to Love ,1994,Somebody to Love 1994,44535,111237
796,"Very Natural Thing, A ",1974,"Very Natural Thing, A 1974",44495,72362
797,"Old Lady Who Walked in the Sea, The ",1991,"Old Lady Who Walked in the Sea, The 1991",78285,103207
798,Daylight ,1996,Daylight 1996,11228,116040
799,"Frighteners, The ",1996,"Frighteners, The 1996",10779,116365
800,Lone Star ,1996,Lone Star 1996,26748,116905
801,Harriet the Spy ,1996,Harriet the Spy 1996,38223,116493
802,Phenomenon ,1996,Phenomenon 1996,9294,117333
803,Walking and Talking ,1996,Walking and Talking 1996,49963,118113
804,She's the One ,1996,She's the One 1996,11363,117628
