,num,id,name,year,name_year,tmdbid,imdbid,budget,revenue,collection,popularity,cast,dir
25,25,26,Othello ,1995,Othello 1995,16420,114057,0,0,,0.164427,"[<Cast 'Laurence Fishburne' as 'Othello'>, <Cast 'Irène Jacob' as 'Desdemona'>, <Cast 'Kenneth Branagh' as 'Iago'>, <Cast 'Nathaniel Parker' as 'Cassio'>, <Cast 'Indra Ové' as 'Bianca'>, <Cast 'Michael Maloney' as 'Roderigo'>, <Cast 'Anna Patrick' as 'Emilia'>, <Cast 'Nicholas Farrell' as 'Montano'>, <Cast 'Michael Sheen' as 'Lodovico'>]","<Crew 'Oliver Parker','Director'>"
26,26,27,Now and Then ,1995,Now and Then 1995,9263,114011,12000000,27400000,,0.139053,"[<Cast 'Christina Ricci' as 'Young Roberta Martin'>, <Cast 'Rosie O'Donnell' as 'Dr. Roberta Martin'>, <Cast 'Thora Birch' as 'Teeny'>, <Cast 'Melanie Griffith' as 'Tina 'Teeny' Tercell'>, <Cast 'Gaby Hoffmann' as 'Young Samantha Albertson'>, <Cast 'Demi Moore' as 'Samantha Albertson'>, <Cast 'Ashleigh Aston Moore' as 'Young Chrissy DeWitt'>, <Cast 'Rita Wilson' as 'Chrissy DeWitt Williams'>, <Cast 'Walter Sparrow' as 'Crazy Pete'>, <Cast 'Devon Sawa' as 'Scott Wormer'>, <Cast 'Cloris Leachman' as 'Grandma Albertson'>, <Cast 'Janeane Garofalo' as 'Wiladene'>, <Cast 'Hank Azaria' as 'Bud Kent'>, <Cast 'Bonnie Hunt' as 'Mrs. DeWitt, Chrissy's Mom'>, <Cast 'Lolita Davidovich' as 'Mrs. Albertson, Samatha's Mom'>, <Cast 'Brendan Fraser' as 'Vietnam veteran'>]","<Crew 'Lesli Linka Glatter','Director'>"
27,27,28,Persuasion ,1995,Persuasion 1995,17015,114117,0,0,,0.268951,"[<Cast 'Amanda Root' as 'Anne Elliott'>, <Cast 'Ciarán Hinds' as 'Captain Frederick Wentworth'>, <Cast 'Susan Fleetwood' as 'Lady Russell'>, <Cast 'Fiona Shaw' as 'Mrs. Croft'>, <Cast 'John Woodvine' as 'Admiral Croft'>, <Cast 'Phoebe Nicholls' as 'Elizabeth Elliot'>, <Cast 'Samuel West' as 'Mr. Elliot'>, <Cast 'Sophie Thompson' as 'Mary Musgrave'>, <Cast 'Judy Cornwell' as 'Mrs. Musgrove'>, <Cast 'Simon Russell Beale' as 'Charles Musgrove'>, <Cast 'Felicity Dean' as 'Mrs. Clay'>, <Cast 'Roger Hammond' as 'Mr. Musgrove'>, <Cast 'Victoria Hamilton' as 'Henrietta Musgrove'>, <Cast 'Corin Redgrave' as 'Sir Walter Elliot'>, <Cast 'Emma Roberts' as 'Louisa Musgrove'>]","<Crew 'Roger Michell','Director'>"
28,28,30,Shanghai Triad ,1995,Shanghai Triad 1995,37557,115012,0,0,,0.201426,"[<Cast 'Gong Li' as 'Xiao Jingbao'>, <Cast 'Li Bao-Tian' as 'Tang, the Gang Boss'>, <Cast 'Wang Xiaoxiao' as 'Shuisheng, the boy'>, <Cast 'Li Xuejian' as 'Liu, 6th Uncle'>, <Cast 'Chun Sung' as 'Song, Tang's No. 2'>, <Cast 'Fu Biao' as 'Zheng, Tang's No.3'>]","<Crew 'Zhang Yimou','Director'>"
29,29,31,Dangerous Minds ,1995,Dangerous Minds 1995,9909,112792,0,180000000,,0.417412,"[<Cast 'Michelle Pfeiffer' as 'Louanne Johnson'>, <Cast 'George Dzundza' as 'Hal Griffith'>, <Cast 'Courtney B. Vance' as 'George Grandey'>, <Cast 'Robin Bartlett' as 'Carla Nichols'>, <Cast 'John Neville' as 'Waiter'>, <Cast 'Beatrice Winde' as 'Mary Benton'>, <Cast 'Lorraine Toussaint' as 'Irene Roberts'>, <Cast 'Renoly Santiago' as 'Raul Sanchero'>, <Cast 'Wade Dominguez' as 'Emilio Ramirez'>, <Cast 'Bruklin Harris' as 'Callie Roberts'>, <Cast 'Mercello Thedford' as 'Cornelius Bates'>, <Cast 'Roberto Alvarez' as 'Gusmaro Rivera'>, <Cast 'Richard Grant' as 'Durrell Benton'>, <Cast 'Marisela Gonzales' as 'Angela'>, <Cast 'Toni Nichelle Buzhardt' as 'Nikki'>]","<Crew 'John N. Smith','Director'>"
30,30,32,Twelve Monkeys ,1995,Twelve Monkeys 1995,63,114746,29500000,168840000,,1.683176,"[<Cast 'Bruce Willis' as 'James Cole'>, <Cast 'Madeleine Stowe' as 'Dr. Kathryn Railly'>, <Cast 'Brad Pitt' as 'Jeffrey Goines'>, <Cast 'Christopher Plummer' as 'Dr. Goines'>, <Cast 'David Morse' as 'Dr. Peters'>, <Cast 'Jon Seda' as 'Jose'>, <Cast 'Frank Gorshin' as 'Dr. Fletcher'>, <Cast 'Joseph Melito' as 'young Cole'>, <Cast 'Aaron Michael Lacey' as 'WWI Sergeant'>, <Cast 'Christopher Meloni' as 'Lt. Halperin'>, <Cast 'Joey Perillo' as 'Det. Franki'>, <Cast 'LisaGay Hamilton' as 'Teddy'>, <Cast 'Matt Ross' as 'Bee'>, <Cast 'Annie Golden' as 'woman cabbie'>, <Cast 'Michael Chance' as 'Scarface'>, <Cast 'Vernon Campbell' as 'Tiny'>, <Cast 'H. Michael Walls' as 'Botanist'>, <Cast 'Bob Adrian' as 'Geologist'>, <Cast 'Simon Jones' as 'Zoologist'>, <Cast 'Carol Florence' as 'Astrophysicist / Jones'>, <Cast 'Bill Raymond' as 'Microbiologist'>, <Cast 'Ernest Abuba' as 'Engineer'>, <Cast 'Irma St. Paule' as 'Poet'>, <Cast 'Rozwill Young' as 'Billings'>, <Cast 'Nell Johnson' as 'Ward Nurse'>, <Cast 'Frederick Strother' as 'L.J. Washington'>, <Cast 'Charles Techman' as 'Professor'>, <Cast 'Rick Warner' as 'Dr. Casey'>, <Cast 'Anthony 'Chip' Brienza' as 'Dr. Goodin'>, <Cast 'Bruce Kirkpatrick' as 'Policeman No. 1'>, <Cast 'Wilfred Williams' as 'Policeman No. 2'>, <Cast 'Joilet Harris' as 'Harassed Mother'>, <Cast 'Drucie McDaniel' as 'Waltzing Woman Patient'>, <Cast 'John Blaisse' as 'Old Man Patient'>, <Cast 'Louis Lippa' as 'Patient at Gate'>, <Cast 'Stan Kang' as 'X-Ray Doctor'>, <Cast 'Pat Dias' as 'WWI Captain'>, <Cast 'Felix Pire' as 'Fale'>, <Cast 'Karl Warren' as 'Pompous Man'>, <Cast 'Joseph McKenna' as 'Wallace'>, <Cast 'Stephen Bridgewater' as 'Airport Detective'>, <Cast 'Ray Huffman' as 'Plump Businessman'>, <Cast 'Charley Scalies' as 'Impatient Traveler'>, <Cast 'Robert O'Neill' as 'Wayne'>, <Cast 'Paul Meshejian' as 'Detective Dalva'>, <Cast 'Kevin Thigpen' as 'Kweskin'>, <Cast 'Harry O'Toole' as 'Louie / Raspy Voice'>, <Cast 'Jann Ellis' as 'Marilou'>, <Cast 'Michael Ryan Segal' as 'Weller'>, <Cast 'Korchenko' as 'Thug No. 1'>, <Cast 'Chuck Jeffreys' as 'Thug No. 2'>, <Cast 'Barry Price' as 'Agent No. 1'>, <Cast 'John Panzarella' as 'Agent No. 2'>, <Cast 'Janet Zappala' as 'Anchorwoman'>, <Cast 'Lisa Talerico' as 'Ticket Agent'>, <Cast 'Tiffany Baldwin' as 'Student in Airport (uncredited)'>, <Cast 'C.J. Byrnes' as 'Psychiatric Patient (uncredited)'>, <Cast 'Tom Detrik' as 'FBI Agent (uncredited)'>, <Cast 'Joe Gerety' as 'Sprayer (uncredited)'>, <Cast 'Renee Spei' as 'Demon (uncredited)'>, <Cast 'Bonnie Loev' as 'Time Portal Nurse (uncredited)'>, <Cast 'Raymond Mamrak' as 'Travler (uncredited)'>, <Cast 'Sal Mazzotta' as 'Prisoner Joey (uncredited)'>, <Cast 'Allelon Ruggiero' as 'Inpatient (uncredited)'>, <Cast 'Thang' as 'Monkey Member (uncredited)'>]","<Crew 'Terry Gilliam','Director'>"
31,31,33,Wings of Courage ,1995,Wings of Courage 1995,78802,114952,0,0,,0.001331,"[<Cast 'Craig Sheffer' as 'Henri Guillaumet'>, <Cast 'Elizabeth McGovern' as 'Noëlle Guillaumet'>, <Cast 'Tom Hulce' as 'Antoine de Saint-Exupery'>, <Cast 'Ken Pogue' as 'Pierre Deley'>, <Cast 'Ron Sauvé' as 'Jean-René Lefèbvre'>, <Cast 'Val Kilmer' as 'Jean Mermoz'>]","<Crew 'Jean-Jacques Annaud','Director'>"
32,32,34,Babe ,1995,Babe 1995,9598,112431,30000000,254134910,<Collection 'Babe Collection'>,1.34406,"[<Cast 'Christine Cavanaugh' as 'Babe the Gallant Pig (voice)'>, <Cast 'Miriam Margolyes' as 'Fly the Female Sheepdog (voice)'>, <Cast 'Danny Mann' as 'Ferdinand the Duck (voice)'>, <Cast 'Hugo Weaving' as 'Rex the Male Sheepdog (voice)'>, <Cast 'Miriam Flynn' as 'Maa the Very Old Ewe (voice)'>, <Cast 'James Cromwell' as 'Farmer Arthur Hoggett'>, <Cast 'Russi Taylor' as 'Dutchess the Cat (voice)'>, <Cast 'Evelyn Krape' as 'Old Ewe (voice)'>, <Cast 'Michael Edward-Stevens' as 'Horse (voice)'>, <Cast 'Charles Bartlett' as 'Cow (voice)'>, <Cast 'Paul Livingston' as 'Rooster (voice)'>, <Cast 'Roscoe Lee Browne' as 'Narrator (voice)'>, <Cast 'Magda Szubanski' as 'Esme Hoggett'>, <Cast 'Zoe Burton' as 'The Hoggetts' daughter'>, <Cast 'Paul Goddard' as 'The Hoggetts' son-in-Law'>, <Cast 'Wade Hayward' as 'The Hoggets' grandson'>, <Cast 'Brittany Byrnes' as 'The Hoggetts' granddaughter'>, <Cast 'Mary Acres' as 'Valda'>]","<Crew 'Chris Noonan','Director'>"
33,33,35,Carrington ,1995,Carrington 1995,47018,112637,0,0,,0.041775,"[<Cast 'Emma Thompson' as 'Dora Carrington'>, <Cast 'Jonathan Pryce' as 'Lytton Strachey'>, <Cast 'Penelope Wilton' as 'Lady Ottoline Morrell'>, <Cast 'Janet McTeer' as 'Vanessa Bell'>, <Cast 'Samuel West' as 'Gerald Brenan'>]","<Crew 'Christopher Hampton','Director'>"
34,34,36,Dead Man Walking ,1995,Dead Man Walking 1995,687,112818,11000000,39363635,,0.722915,"[<Cast 'Susan Sarandon' as 'Sister Helen Prejean'>, <Cast 'Sean Penn' as 'Matthew Poncelet'>, <Cast 'Robert Prosky' as 'Hilton Barber'>, <Cast 'Raymond J. Barry' as 'Earl Delacroix'>, <Cast 'R. Lee Ermey' as 'Clyde Percy'>, <Cast 'Celia Weston' as 'Mary Beth Percy'>, <Cast 'Lois Smith' as 'Helen's Mother'>, <Cast 'Scott Wilson' as 'Kaplan Farlely'>, <Cast 'Roberta Maxwell' as 'Lucille Poncelet'>, <Cast 'Margo Martindale' as 'Sister Colleen'>, <Cast 'Jack Black' as 'Craig Poncelet'>, <Cast 'Ray Aranha' as 'Luis Montoya'>, <Cast 'Peter Sarsgaard' as 'Walter Delacroix'>, <Cast 'Barton Heyman' as 'Captain Beliveau'>, <Cast 'Steve Boles' as 'Sgt. Neal Trapp'>, <Cast 'Nesbitt Blaisdell' as 'Warden Hartman'>, <Cast 'Larry Pine' as 'Guy Gilardi'>, <Cast 'Kevin Cooney' as 'Governor Benedict'>, <Cast 'Clancy Brown' as 'State Trooper'>, <Cast 'Michael Cullen' as 'Carl Vitello'>, <Cast 'Missy Yager' as 'Hope Percy'>, <Cast 'Jenny Krochmal' as 'Emily Percy'>, <Cast 'Jon Abrahams' as 'Sonny Poncelet'>, <Cast 'Arthur Bridgers' as 'Troy Poncelet'>, <Cast 'Steve Carlisle' as 'Helen's Brother'>, <Cast 'Eva Amurri Martino' as '9-Year-Old Helen'>, <Cast 'Jack Henry Robbins' as 'Opossum Kid #1'>, <Cast 'Dennis Neal' as 'Henry'>, <Cast 'Molly Bryant' as 'Nellie'>, <Cast 'Adele Robbins' as 'Nurse'>, <Cast 'Pete Burris' as 'Parent #1'>, <Cast 'Joan Glover' as 'Parent #2'>, <Cast 'Lenore Banks' as 'Parent #4'>, <Cast 'Scott Sowers' as 'Guard #2'>, <Cast 'Cortez Nance Jr.' as 'Guard #3'>, <Cast 'Adam Nelson' as 'Guard #4'>, <Cast 'Jeremy Knaster' as 'Guard #7'>, <Cast 'Marcus Lyle Brown' as 'Parole Board Member (uncredited)'>, <Cast 'Anthony Michael Frederick' as 'Trustee (uncredited)'>, <Cast 'Thomas McGowan' as 'ER Doctor (uncredited)'>, <Cast 'Codie Scott' as 'Cop (uncredited)'>, <Cast 'Helen Prejean' as 'Woman at Vigil (uncredited)'>]","<Crew 'Tim Robbins','Director'>"
35,35,37,Across the Sea of Time ,1995,Across the Sea of Time 1995,139405,112286,0,0,,0.000215,"[<Cast 'Peter Reznick' as 'Tomas Minton'>, <Cast 'John McDonough' as 'Freighter Chief'>, <Cast 'Avi Hoffman' as 'Seaman'>, <Cast 'Matt Malloy' as 'Wall Street Businessman'>, <Cast 'Abby Lewis' as 'Julia Minton'>]","<Crew 'Stephen Low','Director'>"
36,36,38,It Takes Two ,1995,It Takes Two 1995,33689,113442,0,0,,0.459027,"[<Cast 'Kirstie Alley' as 'Diane Barrows'>, <Cast 'Steve Guttenberg' as 'Roger Callaway'>, <Cast 'Ashley Olsen' as 'Alyssa Callaway / Amanda Lemmon'>, <Cast 'Mary-Kate Olsen' as 'Amanda Lemmon / Alyssa Callaway'>, <Cast 'Jane Sibbett' as 'Clarice Kensington'>, <Cast 'Philip Bosco' as 'Vincenzo'>, <Cast 'Michelle Grisom' as 'Carmen'>, <Cast 'Desmond Robertson' as 'Frankie'>, <Cast 'Tiny Mills' as 'Tiny'>, <Cast 'Shanelle Henry' as 'Patty'>, <Cast 'Michèle Lonsdale Smith' as 'Michelle'>, <Cast 'Sean Orr' as 'Jerry'>, <Cast 'Elizabeth Walsh' as 'Emily'>]","<Crew 'Andy Tennant','Director'>"
37,37,39,Clueless ,1995,Clueless 1995,9603,112697,12000000,0,,0.689389,"[<Cast 'Alicia Silverstone' as 'Cher Horowitz'>, <Cast 'Stacey Dash' as 'Dionne'>, <Cast 'Brittany Murphy' as 'Tai'>, <Cast 'Paul Rudd' as 'Josh'>, <Cast 'Donald Faison' as 'Murray'>, <Cast 'Elisa Donovan' as 'Amber'>, <Cast 'Breckin Meyer' as 'Travis'>, <Cast 'Jeremy Sisto' as 'Elton'>, <Cast 'Dan Hedaya' as 'Mel Horowitz'>, <Cast 'Wallace Shawn' as 'Mr. Wendell Hall'>, <Cast 'Twink Caplan' as 'Miss Toby Geist'>, <Cast 'Justin Walker' as 'Christian'>, <Cast 'Julie Brown' as 'Miss Stoeger'>]","<Crew 'Amy Heckerling','Director'>"
38,38,40,"Cry, the Beloved Country ",1995,"Cry, the Beloved Country 1995",34615,112749,0,676525,,0.004454,"[<Cast 'James Earl Jones' as 'Rev. Stephen Kumalo'>, <Cast 'Charles S. Dutton' as 'John Kumalo'>, <Cast 'Jack Robinson' as 'Ian Jarvis'>, <Cast 'Tsholofelo Wechoemang' as 'Child'>, <Cast 'Ramalao Makhene' as 'Ramalao Makhene'>, <Cast 'Richard Harris' as 'James Jarvis'>, <Cast 'Dolly Rathebe' as 'Mrs. Kumalo'>, <Cast 'Jennifer Steyn' as 'Mary Jarvis'>, <Cast 'Ian Roberts' as 'Evans'>, <Cast 'David Clatworthy' as 'Clerk of the court'>]","<Crew 'Darrell James Roodt','Director'>"
39,39,41,Richard III ,1995,Richard III 1995,31174,114279,0,0,,0.374923,"[<Cast 'Ian McKellen' as 'Richard III'>, <Cast 'Annette Bening' as 'Elizabeth'>, <Cast 'Jim Broadbent' as 'The Duke of Buckingham'>, <Cast 'Kristin Scott Thomas' as 'Lady Anne'>, <Cast 'Adrian Dunbar' as 'James Tyrrell'>, <Cast 'Maggie Smith' as 'Duchess of York'>, <Cast 'Tim McInnerny' as 'William Catesby'>, <Cast 'Robert Downey Jr.' as 'Earl Rivers'>, <Cast 'Edward Hardwicke' as 'Lord Stanley'>, <Cast 'Nigel Hawthorne' as 'The Duke of Clarence'>, <Cast 'Jim Carter' as 'Lord Hastings'>, <Cast 'Dominic West' as 'The Earl of Richmond'>]","<Crew 'Richard Loncraine','Director'>"
40,40,42,Dead Presidents ,1995,Dead Presidents 1995,11443,112819,10000000,0,,0.179442,"[<Cast 'Larenz Tate' as 'Anthony Curtis'>, <Cast 'Keith David' as 'Kirby'>, <Cast 'Chris Tucker' as 'Skip'>, <Cast 'Freddy Rodríguez' as 'Jose'>, <Cast 'Rose Jackson' as 'Juanita Benson'>, <Cast 'N'Bushe Wright' as 'Deliah Benson'>]","<Crew 'Albert Hughes','Director'>"
41,41,43,Restoration ,1995,Restoration 1995,35196,114272,0,0,,0.400809,"[<Cast 'Robert Downey Jr.' as 'Robert Merivel'>, <Cast 'Meg Ryan' as 'Katharine'>, <Cast 'Sam Neill' as 'King Charles II'>, <Cast 'David Thewlis' as 'John Pearce'>, <Cast 'Hugh Grant' as 'Elias Finn'>]","<Crew 'Michael Hoffman','Director'>"
42,42,44,Mortal Kombat ,1995,Mortal Kombat 1995,9312,113855,18000000,122195920,<Collection 'Mortal Kombat Collection'>,0.741792,"[<Cast 'Christopher Lambert' as 'Lord Rayden'>, <Cast 'Robin Shou' as 'Liu Kang'>, <Cast 'Linden Ashby' as 'Johnny Cage'>, <Cast 'Cary-Hiroyuki Tagawa' as 'Shang Tsung'>, <Cast 'Bridgette Wilson' as 'Sonya Blade'>, <Cast 'Talisa Soto' as 'Princess Kitana'>, <Cast 'Trevor Goddard' as 'Kano'>, <Cast 'Chris Casamassa' as 'Scorpion'>, <Cast 'François Petit' as 'Sub-Zero'>, <Cast 'Keith Cooke' as 'Reptile'>, <Cast 'Ed Boon' as 'Scorpion (Voice)'>]","<Crew 'Paul W.S. Anderson','Director'>"
43,43,45,To Die For ,1995,To Die For 1995,577,114681,20000000,21284514,,0.690113,"[<Cast 'Nicole Kidman' as 'Suzanne Stone Maretto'>, <Cast 'Matt Dillon' as 'Larry Maretto'>, <Cast 'Joaquin Phoenix' as 'Jimmy Emmett'>, <Cast 'Casey Affleck' as 'Russel Hines'>, <Cast 'Illeana Douglas' as 'Janice Maretto'>, <Cast 'Alison Folland' as 'Lydia Mertz'>, <Cast 'Dan Hedaya' as 'Joe Maretto'>, <Cast 'Wayne Knight' as 'Ed Grant'>, <Cast 'David Cronenberg' as 'Man at Lake'>, <Cast 'Kurtwood Smith' as 'Earl Stone'>, <Cast 'Holland Taylor' as 'Carol Stone'>, <Cast 'Susan Traylor' as 'Faye Stone'>, <Cast 'Maria Tucci' as 'Angela Maretto'>, <Cast 'Tim Hopper' as 'Mike Warden'>]","<Crew 'Gus Van Sant','Director'>"
44,44,46,How to Make an American Quilt ,1995,How to Make an American Quilt 1995,11861,113347,10000000,23574130,,0.381311,"[<Cast 'Winona Ryder' as 'Finn Dodd'>, <Cast 'Anne Bancroft' as 'Glady Joe Cleary'>, <Cast 'Ellen Burstyn' as 'Hy Dodd'>, <Cast 'Kate Nelligan' as 'Constance Saunders'>, <Cast 'Jean Simmons' as 'Em'>, <Cast 'Maya Angelou' as 'Anna'>, <Cast 'Alfre Woodard' as 'Marianna'>, <Cast 'Dermot Mulroney' as 'Sam'>, <Cast 'Lois Smith' as 'Sophia'>, <Cast 'Kate Capshaw' as 'Sally'>, <Cast 'Rip Torn' as 'Arthur'>, <Cast 'Johnathon Schaech' as 'Leon'>, <Cast 'Samantha Mathis' as 'Young Sophia'>, <Cast 'Joanna Going' as 'Young Em'>, <Cast 'Esther Rolle' as 'Aunt Pauline'>, <Cast 'Jared Leto' as 'Beck'>, <Cast 'Claire Danes' as 'Young Glady Joe'>, <Cast 'Lecy Goranson' as 'Young Hy'>, <Cast 'Holland Taylor' as 'Mrs. Rubens'>, <Cast 'Tim Guinee' as 'Young Dean'>, <Cast 'Derrick O'Connor' as 'Dean'>, <Cast 'Loren Dean' as 'Preston'>, <Cast 'Melinda Dillon' as 'Mrs. Darling'>, <Cast 'Richard Jenkins' as 'Howell'>, <Cast 'Denis Arndt' as 'James'>]","<Crew 'Jocelyn Moorhouse','Director'>"
45,45,47,Seven ,1995,Seven 1995,807,114369,33000000,327311859,,4.095539,"[<Cast 'Brad Pitt' as 'Detective David Mills'>, <Cast 'Morgan Freeman' as 'Detective Lt. William Somerset'>, <Cast 'Gwyneth Paltrow' as 'Tracy Mills'>, <Cast 'Richard Roundtree' as 'Dist. Atty. Martin Talbot'>, <Cast 'R. Lee Ermey' as 'Police Captain'>, <Cast 'John C. McGinley' as 'California'>, <Cast 'Julie Araskog' as 'Mrs. Gould'>, <Cast 'Mark Boone Junior' as 'Greasy F.B.I. Man'>, <Cast 'John Cassini' as 'Officer Davis'>, <Cast 'Reg E. Cathey' as 'Dr. Santiago'>, <Cast 'Peter Crombie' as 'Dr. O'Neill'>, <Cast 'Hawthorne James' as 'George, Library Night Guard'>, <Cast 'Michael Massee' as 'Man in Booth at Massage Parlor'>, <Cast 'Leland Orser' as 'Crazed Man in Massage Parlor'>, <Cast 'Richard Portnow' as 'Dr. Beardsley'>, <Cast 'Richard Schiff' as 'Mark Swarr'>, <Cast 'Pamala Tyson' as 'Thin Vagrant'>, <Cast 'Andrew Kevin Walker' as 'Dead Man'>, <Cast 'Kevin Spacey' as 'John Doe'>, <Cast 'Daniel Zacapa' as 'Detective Taylor'>, <Cast 'Emily Wagner' as 'Detective Sara'>, <Cast 'Shannon Wilcox' as 'Woman Cop Behind Desk'>, <Cast 'George Christy' as 'Workman at Door of Somerset's Office'>, <Cast 'Endre Hules' as 'Cab Driver'>, <Cast 'William Davidson' as 'First Guard at the Library'>, <Cast 'Bob Collins' as 'Second Guard at the Library'>, <Cast 'Dominique Jennings' as 'TV News Reporter'>, <Cast 'Allan Kolman' as 'First Forensic Man in the Law Office'>, <Cast 'Gene Borkan' as 'Eli Gould - Greed Victim'>, <Cast 'Mario Di Donato' as 'Fingerprint Forensic Man in Law Office'>, <Cast 'Alfonso Freeman' as 'Fingerprint Technician'>, <Cast 'Harrison White' as 'Cop on SWAT Team'>, <Cast 'Bob Stephenson' as 'Cop on SWAT Team'>, <Cast 'Michael Reid MacKay' as 'Victor - Sloth Victim'>, <Cast 'Lennie Loftin' as 'Policeman Who Takes Statement from Vagrant'>, <Cast 'Martin Serene' as 'Wild Bill'>, <Cast 'David Correia' as 'First Cop at Massage Parlor'>, <Cast 'Lexie Bigham' as 'Sweating Cop at Massage Parlor'>, <Cast 'Evan Mirand' as 'Paramedic at Massage Parlor'>, <Cast 'Paul Eckstein' as 'Paramedic at Massage Parlor'>, <Cast 'Harris Savides' as '911 Operator'>, <Cast 'Rachel Flanagan' as 'Additional 911 Operator'>, <Cast 'Heidi Schanz' as 'Pride Victim'>, <Cast 'Brian Evers' as 'Duty Sergeant'>, <Cast 'James Deeth' as 'Helicopter Pilot'>, <Cast 'Charles A. Tamburro' as 'SWAT Helicopter Pilot'>, <Cast 'Richmond Arquette' as 'Delivery Man'>, <Cast 'Charles S. Dutton' as 'Cop (uncredited)'>, <Cast 'Arthur Max' as 'Man in Library (uncredited)'>]","<Crew 'Andrew Kevin Walker','Screenplay'>"
46,46,48,Pocahontas ,1995,Pocahontas 1995,10530,114148,55000000,346079773,<Collection 'Pocahontas Collection'>,2.203365,"[<Cast 'Irene Bedard' as 'Pocahontas (voice)'>, <Cast 'Mel Gibson' as 'John Smith (voice)'>, <Cast 'David Ogden Stiers' as 'Governor Ratcliffe (voice)'>, <Cast 'John Kassir' as 'Meeko (voice)'>, <Cast 'Russell Means' as 'Powhatan (voice)'>, <Cast 'Christian Bale' as 'Thomas (voice)'>, <Cast 'Judy Kuhn' as 'Pocahontas (singing voice)'>, <Cast 'Linda Hunt' as 'Grandmother Willow (voice)'>, <Cast 'Danny Mann' as 'Percy (voice)'>, <Cast 'Billy Connolly' as 'Ben (voice)'>, <Cast 'Joe Baker' as 'Lon (voice)'>, <Cast 'Frank Welker' as 'Flit (voice)'>, <Cast 'Michelle St. John' as 'Nakoma (voice)'>, <Cast 'James Apaumut Fall' as 'Kocoum (voice)'>, <Cast 'Gordon Tootoosis' as 'Kekata (voice)'>, <Cast 'Jim Cummings' as 'Powhatan / Kekata (singing voice)'>]","<Crew 'Mike Gabriel','Director'>"
47,47,49,When Night Is Falling ,1995,When Night Is Falling 1995,8391,114916,0,0,,0.252038,"[<Cast 'Pascale Bussières' as 'Camille Baker'>, <Cast 'Rachael Crawford' as 'Petra'>, <Cast 'Henry Czerny' as 'Martin'>, <Cast 'Don McKellar' as 'Timothy'>]","<Crew 'Patricia Rozema','Director'>"
48,48,50,"Usual Suspects, The ",1995,"Usual Suspects, The 1995",629,114814,6000000,23341568,,3.033893,"[<Cast 'Kevin Spacey' as 'Roger 'Verbal' Kint'>, <Cast 'Stephen Baldwin' as 'Michael McManus'>, <Cast 'Gabriel Byrne' as 'Dean Keaton'>, <Cast 'Benicio del Toro' as 'Fred Fenster'>, <Cast 'Kevin Pollak' as 'Todd Hockney'>, <Cast 'Chazz Palminteri' as 'Dave Kujan, US Customs'>, <Cast 'Pete Postlethwaite' as 'Kobayashi'>, <Cast 'Giancarlo Esposito' as 'Jack Baer, FBI'>, <Cast 'Suzy Amis' as 'Edie Finneran'>, <Cast 'Dan Hedaya' as 'Sgt. Jeffrey Jeff Rabin'>, <Cast 'Christine Estabrook' as 'Dr. Plummer'>, <Cast 'Clark Gregg' as 'Dr. Walters'>, <Cast 'Louis Lombardi' as 'Strausz'>, <Cast 'Paul Bartel' as 'Smuggler'>, <Cast 'Peter Greene' as 'Redfoot the Fence'>]","<Crew 'Bryan Singer','Director'>"
49,49,51,Guardian Angel ,1994,Guardian Angel 1994,117164,109950,0,0,,0.000215,"[<Cast 'Cynthia Rothrock' as 'Cynthia Mckay'>, <Cast 'Marshall R. Teague' as ''>, <Cast 'Daniel McVicar' as ''>, <Cast 'Lydie Denier' as ''>, <Cast 'John O'Leary' as ''>, <Cast 'Art Camacho' as ''>, <Cast 'Robert Miano' as ''>]","<Crew 'Richard W. Munchkin','Director'>"
50,50,52,Mighty Aphrodite ,1995,Mighty Aphrodite 1995,11448,113819,15000000,6700000,,0.736014,"[<Cast 'Woody Allen' as 'Lenny'>, <Cast 'Mira Sorvino' as 'Linda Ash'>, <Cast 'Helena Bonham Carter' as 'Amanda'>, <Cast 'F. Murray Abraham' as 'Chorleiter'>, <Cast 'Donald Symington' as 'Amanda's Father'>, <Cast 'Claire Bloom' as 'Amanda's Mother'>, <Cast 'Olympia Dukakis' as 'Jocasta'>, <Cast 'Michael Rapaport' as 'Kevin'>, <Cast 'David Ogden Stiers' as 'Laius'>, <Cast 'Jack Warden' as 'Tiresias'>, <Cast 'Peter Weller' as 'Jerry Bender'>, <Cast 'Danielle Ferland' as 'Cassandra'>]","<Crew 'Robert Greenhut','Producer'>"
51,51,53,Lamerica ,1994,Lamerica 1994,49133,110299,0,0,,0.004707,"[<Cast 'Enrico Lo Verso' as 'Gino'>, <Cast 'Michele Placido' as 'Fiore'>, <Cast 'Piro Milkani' as 'Selimi'>, <Cast 'Carmelo Di Mazzarelli' as 'Spiro'>]","<Crew 'Gianni Amelio','Director'>"
